OS,DESCRIÇÃO_DA_TAREFA,LOCAL,STATUS,TIPO_DE_MANUTENÇÃO,DATA,CUSTO
5540444,SUBSTITUIÇÃO DE SUSPENSÃO DO MÓDULO DE CONTROLE,TIME 3,ATRASADA,Corretiva,2026-11-01,1620
5540449,SUBSTITUIÇÃO DE TUBULAÇÃO DO SENSOR,OFICINA,CONCLUÍDA,Corretiva,2026-11-01,1630
5540477,AJUSTE DE FIAÇÃO DO ESTEIRA,OFICINA,CONCLUÍDA,Preventiva,2026-11-01,320
5540511,RETIFICAÇÃO DE EIXO DO CARRETA,TIME 2,CONCLUÍDA,Corretiva,2026-11-01,2970
5539744,LUBRIFICAÇÃO DE SAPATA DO EMPILHADEIRA,GARAGEM,CONCLUÍDA,Preventiva,2026-11-01,470
5540060,INSTALAÇÃO DE PINTURA DO CARRETA,TIME 1,CONCLUÍDA,Corretiva,2026-11-01,3960
5540348,COLAGEM DE TAPEÇARIA DO TAPUME,TIME 1,CONCLUÍDA,Corretiva,2026-11-01,4250
5539691,SUBSTITUIÇÃO DE ESTEIRA DO SISTEMA PNEUMÁTICO,SETOR B,CONCLUÍDA,Corretiva,2026-11-01,3320
5539600,REMOÇÃO DE TRANSMISSÃO DO SISTEMA PNEUMÁTICO,DEPÓSITO,CONCLUÍDA,Corretiva,2026-11-01,4210
5539602,COLOCAÇÃO DE CÂMBIO DO SAPATA,TIME 1,CONCLUÍDA,Corretiva,2026-11-01,2040
5539766,COLOCAÇÃO DE ENGATE DO PAINEL ELÉTRICO,LINHA 1,CONCLUÍDA,Corretiva,2026-11-02,1500
5539966,APERTO DE PARAFUSOS DA SETOR B,ÁREA VERMELHA,CONCLUÍDA,Preventiva,2026-11-02,570
5540130,LIMPEZA DE ESTEIRA DO AGV,TIME 5,CONCLUÍDA,Preventiva,2026-11-02,420
5539681,MONITORAMENTO DE CORREIA DO SENSOR,SETOR D,CONCLUÍDA,Preditiva,2026-11-02,750
5540381,SUBSTITUIÇÃO PROGRAMADA DE PINTURA DO ESTEIRA,SETOR B,CONCLUÍDA,Preventiva,2026-11-02,450
5539653,INSPEÇÃO DA AREA VERMELHA,LINHA 2,CONCLUÍDA,Preventiva,2026-11-02,750
5539958,REVISÃO DE ALMOFADA DO BOMBA HIDRÁULICA,ÁREA LARANJA,ATRASADA,Corretiva,2026-11-02,3300
5540056,ANÁLISE DE FIAÇÃO DO SAPATA,TIME 5,CONCLUÍDA,Preditiva,2026-11-02,490
5540064,SOLDAGEM DE ASSOALHO DO ALMOFADA,SETOR B,CONCLUÍDA,Corretiva,2026-11-02,3140
5540071,REALINHAMENTO DE RODÍZIOS DO SENSOR ÓPTICO,SETOR A,CONCLUÍDA,Corretiva,2026-11-02,2160
5540083,COLAGEM DE RADIADOR DO VENTILADOR INDUSTRIAL,TIME 6,CONCLUÍDA,Corretiva,2026-11-02,1660
5539909,LUBRIFICAÇÃO DE PINTURA DO TAPUME,TIME 1,CONCLUÍDA,Preventiva,2026-11-02,330
5540497,REALINHAMENTO DE SUSPENSÃO DO FORNO,ÁREA VERDE,CONCLUÍDA,Corretiva,2026-11-02,3220
5539807,REALINHAMENTO DE FILTRO DO VENTILADOR INDUSTRIAL,TIME 5,CONCLUÍDA,Corretiva,2026-11-02,1870
5540102,CALIBRAÇÃO DE ASSOALHO DO EMPILHADEIRA,ÁREA VERDE,CONCLUÍDA,Preventiva,2026-11-02,430
5540161,CALIBRAÇÃO DE SUSPENSÃO DO CALDEIRA,GARAGEM,ATRASADA,Preventiva,2026-11-02,520
5539868,RETIFICAÇÃO DE PAINEL DO EMPILHADEIRA,LINHA 2,CONCLUÍDA,Corretiva,2026-11-02,1750
5539864,LUBRIFICAÇÃO DE RODÍZIOS DO MÓDULO DE CONTROLE,OFICINA,CONCLUÍDA,Preventiva,2026-11-02,810
5540162,VERIFICAÇÃO DE ASSOALHO DO CARRETA,ÁREA VERMELHA,CONCLUÍDA,Preventiva,2026-11-02,570
5539713,AJUSTE DE CÂMBIO DO BATERIA,SETOR D,CONCLUÍDA,Preventiva,2026-11-02,680
5539882,REALINHAMENTO DE CORREIA DO INVERSOR,OFICINA,CONCLUÍDA,Corretiva,2026-11-02,4230
5539854,TROCA DE DIREÇÃO DO SISTEMA PNEUMÁTICO,LINHA 1,CONCLUÍDA,Corretiva,2026-11-02,2320
5540108,RECONSTRUÇÃO DE DIREÇÃO DO ENGATE,GARAGEM,CONCLUÍDA,Corretiva,2026-11-02,1580
5539718,COLOCAÇÃO DE TRANSMISSÃO DO PAINEL ELÉTRICO,LINHA 1,CONCLUÍDA,Corretiva,2026-11-02,2910
5540506,REVISÃO DE ENGATE DO PAINEL ELÉTRICO,ÁREA VERDE,CONCLUÍDA,Corretiva,2026-11-03,2340
5540010,SUBSTITUIÇÃO DE RODÍZIOS DO EMPILHADEIRA,GARAGEM,CONCLUÍDA,Corretiva,2026-11-03,2680
5540115,INSTALAÇÃO DE EIXO DO CARRETA,DEPÓSITO,CONCLUÍDA,Corretiva,2026-11-03,4240
5539679,ELIMINAÇÃO DE PINTURA DO SAPATA,DEPÓSITO,ATRASADA,Corretiva,2026-11-03,1620
5540284,INSPEÇÃO VISUAL DE ASSOALHO DO SENSOR,SETOR B,CONCLUÍDA,Preventiva,2026-11-03,550
5540262,REVISÃO DE RODÍZIOS DO PAINEL ELÉTRICO,TIME 3,CONCLUÍDA,Corretiva,2026-11-03,1600
5540164,TESTE DE ISOLAMENTO DE FREIO DO TRANSPORTADOR,TIME 5,CONCLUÍDA,Preventiva,2026-11-03,820
5540175,INSPEÇÃO POR CORRENTES FOUCAULT DE EMBREAGEM DO ELETRÓLISE,TIME 3,CONCLUÍDA,Preditiva,2026-11-03,470
5539695,SUBSTITUIÇÃO DE ENGATE DO ELETRÓLISE,TIME 1,CONCLUÍDA,Corretiva,2026-11-03,3470
5540214,APERTO DE PARAFUSOS DA SETOR A,ÁREA LARANJA,CONCLUÍDA,Preventiva,2026-11-03,850
5539994,APERTO DE PARAFUSOS DE SENSORES DO PONTU ROLANTE,SETOR C,CONCLUÍDA,Preventiva,2026-11-03,380
5540201,COLOCAÇÃO DE FIAÇÃO DO CALDEIRA,GARAGEM,CONCLUÍDA,Corretiva,2026-11-03,2180
5540087,MONITORAMENTO DE VÁLVULA DO TAPACARIA,TIME 5,CONCLUÍDA,Preditiva,2026-11-03,1150
5540055,REPARO DE PINTURA DO CALDEIRA,TIME 6,CONCLUÍDA,Corretiva,2026-11-03,4200
5539665,REMOÇÃO DE ESTEIRA DO FORNO,ÁREA AZUL,CONCLUÍDA,Corretiva,2026-11-03,2370
5539825,COLOCAÇÃO DE SAPATA DO INVERSOR,SETOR B,ATRASADA,Corretiva,2026-11-03,2390
5539976,TESTE DE FUNCIONAMENTO DE MOTOR DO SENSOR,OFICINA,CONCLUÍDA,Preventiva,2026-11-03,500
5539794,TROCA DE EIXO DO CORREIA TRANSPORTADORA,TIME 1,CONCLUÍDA,Corretiva,2026-11-03,1470
5539790,REMOÇÃO DE SENSORES DO SENSOR ÓPTICO,ÁREA VERMELHA,CONCLUÍDA,Corretiva,2026-11-03,3780
5540382,INSPEÇÃO DE CORREIA DO ELETRÓLISE,ÁREA VERMELHA,CONCLUÍDA,Preventiva,2026-11-03,270
5540380,TESTE DE ISOLAMENTO DA AREA VERDE,ÁREA VERDE,CONCLUÍDA,Preventiva,2026-11-03,410
5539631,INSPEÇÃO VISUAL DE EMBREAGEM DO EMPILHADEIRA,SETOR C,CONCLUÍDA,Preventiva,2026-11-03,430
5539629,INSTALAÇÃO DE TRANSMISSÃO DO PONTU ROLANTE,SETOR B,CONCLUÍDA,Corretiva,2026-11-03,1560
5540366,RECONSTRUÇÃO DE SENSORES DO ALMOFADA,SETOR C,CONCLUÍDA,Corretiva,2026-11-03,1580
5540390,ELIMINAÇÃO DE TUBULAÇÃO DO INVERSOR,ÁREA VERDE,CONCLUÍDA,Corretiva,2026-11-03,3810
5539970,SUBSTITUIÇÃO DE RODÍZIOS DO ENGATE,TIME 6,CONCLUÍDA,Corretiva,2026-11-03,4340
5539837,CORREÇÃO DE FILTRO DO CARRETA,ÁREA VERDE,ATRASADA,Corretiva,2026-11-04,4460
5539704,DIAGNÓSTICO DE FILTRO DO INVERSOR,LINHA 3,CONCLUÍDA,Preditiva,2026-11-04,440
5540208,ELIMINAÇÃO DE SENSORES DO ENGATE,TIME 2,CONCLUÍDA,Corretiva,2026-11-04,2180
5540403,TESTE DE FUNCIONAMENTO DE BOMBA DO TAPUME,ÁREA VERMELHA,CONCLUÍDA,Preventiva,2026-11-04,440
5539666,SUBSTITUIÇÃO DE ENGATE DO MÓDULO DE CONTROLE,ÁREA VERDE,CONCLUÍDA,Corretiva,2026-11-04,1830
5540101,COLAGEM DE DIREÇÃO DO BOMBA HIDRÁULICA,TIME 6,CONCLUÍDA,Corretiva,2026-11-04,2070
5540216,COLAGEM DE TAPEÇARIA DO BOMBA HIDRÁULICA,ÁREA VERDE,CONCLUÍDA,Corretiva,2026-11-04,4010
5540218,REPARO DE SAPATA DO ENGATE,TIME 2,CONCLUÍDA,Corretiva,2026-11-04,3460
5540192,SUBSTITUIÇÃO DE CÂMBIO DO VÁLVULA,SETOR A,CONCLUÍDA,Corretiva,2026-11-04,3510
5539942,REVISÃO DE SUSPENSÃO DO SENSOR,GARAGEM,CONCLUÍDA,Corretiva,2026-11-04,3990
5540342,RETIFICAÇÃO DE TAPEÇARIA DO REDUTOR,ÁREA VERMELHA,CONCLUÍDA,Corretiva,2026-11-04,2630
5539813,TROCA DE CORREIA DO PONTU ROLANTE,TIME 4,CONCLUÍDA,Corretiva,2026-11-04,2720
5540472,REVISÃO DE ALMOFADA DO ESTEIRA,ÁREA VERDE,CONCLUÍDA,Corretiva,2026-11-04,3340
5539946,RETIFICAÇÃO DE SAPATA DO MÓDULO DE CONTROLE,ÁREA AZUL,CONCLUÍDA,Corretiva,2026-11-04,2450
5540469,INSPEÇÃO VISUAL DE MOTOR DO VÁLVULA,TIME 6,CONCLUÍDA,Preventiva,2026-11-04,350
5540249,VERIFICAÇÃO DE MOTOR DO MÓDULO DE CONTROLE,ÁREA VERDE,CONCLUÍDA,Preventiva,2026-11-04,640
5540253,INSPEÇÃO VISUAL DE TRANSMISSÃO DO BATERIA,TIME 5,CONCLUÍDA,Preventiva,2026-11-04,390
5540256,COLAGEM DE ESTEIRA DO EMPILHADEIRA,SETOR B,CONCLUÍDA,Corretiva,2026-11-04,2790
5540259,SOLDAGEM DE RODÍZIOS DO SENSOR,ÁREA VERMELHA,CONCLUÍDA,Corretiva,2026-11-04,2890
5540414,COLOCAÇÃO DE ALMOFADA DO FORNO,LINHA 1,CONCLUÍDA,Corretiva,2026-11-04,3650
5539860,ANÁLISE DE VIBRAÇÃO DE BOMBA DO TAPACARIA,TIME 2,CONCLUÍDA,Preditiva,2026-11-04,1110
5539986,INSPEÇÃO DA AREA LARANJA,LINHA 1,CONCLUÍDA,Preventiva,2026-11-04,280
5539656,REPARO DE FILTRO DO BATERIA,TIME 4,CONCLUÍDA,Corretiva,2026-11-04,2140
5540046,COLOCAÇÃO DE SAPATA DO SENSOR,LINHA 1,CONCLUÍDA,Corretiva,2026-11-04,1780
5540180,TESTE DE ISOLAMENTO DE SENSORES DO VENTILADOR INDUSTRIAL,ÁREA VERDE,CONCLUÍDA,Preventiva,2026-11-04,630
5540359,INSPEÇÃO VISUAL DE RADIADOR DO FORNO,LINHA 3,CONCLUÍDA,Preventiva,2026-11-04,300
5539760,TESTE DE ISOLAMENTO DE FILTRO DO RODÍZIO,SETOR D,CONCLUÍDA,Preventiva,2026-11-04,450
5540465,TESTE DE FUNCIONAMENTO DA AREA VERMELHA,TIME 6,CONCLUÍDA,Preventiva,2026-11-04,410
5540433,REPARO DE ESTEIRA DO COMPRESSOR,TIME 3,CONCLUÍDA,Corretiva,2026-11-04,2720
5539835,TESTE DE ISOLAMENTO DE FILTRO DO AGV,SETOR D,ATRASADA,Preventiva,2026-11-05,460
5539901,AJUSTE DA SETOR A,LINHA 1,CONCLUÍDA,Preventiva,2026-11-05,350
5540104,REMOÇÃO DE BOMBA DO MOTOR ELÉTRICO,TIME 1,CONCLUÍDA,Corretiva,2026-11-05,3160
5540069,CORREÇÃO DE PINTURA DO PONTU ROLANTE,GARAGEM,CONCLUÍDA,Corretiva,2026-11-05,2840
5539929,SUBSTITUIÇÃO DE ESTEIRA DO VÁLVULA,TIME 1,CONCLUÍDA,Corretiva,2026-11-05,1720
5539611,TESTE DE FUNCIONAMENTO DA SETOR B,ÁREA VERMELHA,CONCLUÍDA,Preventiva,2026-11-05,320
5539748,APERTO DE PARAFUSOS DA SETOR B,LINHA 2,CONCLUÍDA,Preventiva,2026-11-05,260
5540066,COLOCAÇÃO DE FIAÇÃO DO SISTEMA PNEUMÁTICO,OFICINA,CONCLUÍDA,Corretiva,2026-11-05,3660
5540059,INSPEÇÃO DA OFICINA PRINCIPAL,ÁREA AZUL,CONCLUÍDA,Preventiva,2026-11-05,380
5539955,REVISÃO DE TAPEÇARIA DO FORNO,GARAGEM,CONCLUÍDA,Corretiva,2026-11-05,2060
5539782,REPARO DE TRANSMISSÃO DO FORNO,TIME 1,CONCLUÍDA,Corretiva,2026-11-05,3430
5539757,TESTE DE ISOLAMENTO DE SUSPENSÃO DO INVERSOR,TIME 1,CONCLUÍDA,Preventiva,2026-11-05,290
5539608,INSTALAÇÃO DE FREIO DO SISTEMA PNEUMÁTICO,TIME 3,CONCLUÍDA,Corretiva,2026-11-05,2230
5540032,ANÁLISE DE ÓLEO DE FREIO DO EMPILHADEIRA,ÁREA VERMELHA,CONCLUÍDA,Preditiva,2026-11-05,640
5540030,REPARO DE SENSORES DO VÁLVULA,SETOR D,CONCLUÍDA,Corretiva,2026-11-05,2900
5540013,LIMPEZA DA AREA VERMELHA,LINHA 1,CONCLUÍDA,Preventiva,2026-11-05,320
5539987,SUBSTITUIÇÃO DE ALMOFADA DO RODÍZIO,LINHA 1,CONCLUÍDA,Corretiva,2026-11-05,3900
5540514,INSTALAÇÃO DE SUSPENSÃO DO RODÍZIO,TIME 5,CONCLUÍDA,Corretiva,2026-11-05,2040
5539922,REALINHAMENTO DE CORREIA DO PONTU ROLANTE,LINHA 2,CONCLUÍDA,Corretiva,2026-11-05,3250
5539830,CORREÇÃO DE FREIO DO ALMOFADA,TIME 1,CONCLUÍDA,Corretiva,2026-11-05,2530
5539623,TROCA DE ÓLEO DE ALMOFADA DO CARRETA,TIME 4,CONCLUÍDA,Preventiva,2026-11-05,410
5540448,MEDIÇÃO DE VIBRAÇÃO DE MOTOR DO ALMOFADA,ÁREA LARANJA,CONCLUÍDA,Preventiva,2026-11-05,410
5539701,CORREÇÃO DE FIAÇÃO DO TAPACARIA,SETOR A,CONCLUÍDA,Corretiva,2026-11-05,2110
5540437,TESTE DE FUNCIONAMENTO DA AREA VERMELHA,TIME 1,CONCLUÍDA,Preventiva,2026-11-05,580
5540273,INSPEÇÃO DE BOMBA DO SENSOR,SETOR B,CONCLUÍDA,Preventiva,2026-11-05,550
5540440,DIAGNÓSTICO DE PINTURA DO MOTOR ELÉTRICO,TIME 3,CONCLUÍDA,Preditiva,2026-11-05,810
5540420,RECONSTRUÇÃO DE VÁLVULA DO TAPUME,TIME 5,CONCLUÍDA,Corretiva,2026-11-05,1880
5540402,REPARO DE EMBREAGEM DO TAPUME,TIME 1,CONCLUÍDA,Corretiva,2026-11-05,1640
5540385,TESTE DE FUNCIONAMENTO DA AREA VERDE,ÁREA LARANJA,CONCLUÍDA,Preventiva,2026-11-05,450
5540360,ELIMINAÇÃO DE VÁLVULA DO INVERSOR,ÁREA LARANJA,CONCLUÍDA,Corretiva,2026-11-05,2380
5539630,TROCA DE ÓLEO DE SAPATA DO EMPILHADEIRA,ÁREA LARANJA,CONCLUÍDA,Preventiva,2026-11-05,350
5540155,RETIFICAÇÃO DE BOMBA DO SISTEMA PNEUMÁTICO,TIME 4,CONCLUÍDA,Corretiva,2026-11-05,2780
5539625,MEDIÇÃO DE VIBRAÇÃO DE DIREÇÃO DO TRANSPORTADOR,TIME 6,CONCLUÍDA,Preventiva,2026-11-05,400
5540383,ANÁLISE DE VIBRAÇÃO DE ROLAMENTO DO AGV,TIME 4,CONCLUÍDA,Preditiva,2026-11-06,1360
5539645,REALINHAMENTO DE EIXO DO TAPUME,TIME 6,CONCLUÍDA,Corretiva,2026-11-06,3570
5539900,SOLDAGEM DE ALMOFADA DO MOTOR ELÉTRICO,TIME 1,CONCLUÍDA,Corretiva,2026-11-06,2360
5540303,INSPEÇÃO DA SETOR C,ÁREA AZUL,CONCLUÍDA,Preventiva,2026-11-06,370
5539774,VERIFICAÇÃO DE RADIADOR DO CORREIA TRANSPORTADORA,SETOR D,CONCLUÍDA,Preventiva,2026-11-06,500
5540297,TROCA DE EIXO DO PAINEL ELÉTRICO,ÁREA VERDE,CONCLUÍDA,Corretiva,2026-11-06,2790
5540526,SOLDAGEM DE TAPEÇARIA DO SENSOR ÓPTICO,SETOR A,CONCLUÍDA,Corretiva,2026-11-06,2930
5539799,TROCA DE ÓLEO DA AREA LARANJA,LINHA 2,CONCLUÍDA,Preventiva,2026-11-06,410
5540509,CALIBRAÇÃO DE RADIADOR DO CALDEIRA,ÁREA VERDE,CONCLUÍDA,Preventiva,2026-11-06,730
5539964,DIAGNÓSTICO DE SUSPENSÃO DO FORNO,TIME 5,CONCLUÍDA,Preditiva,2026-11-06,460
5539967,INSPEÇÃO POR CORRENTES FOUCAULT DE CÂMBIO DO REDUTOR,TIME 1,CONCLUÍDA,Preditiva,2026-11-06,900
5540312,CORREÇÃO DE ENGATE DO RODÍZIO,SETOR D,CONCLUÍDA,Corretiva,2026-11-06,2040
5540358,LUBRIFICAÇÃO DE ROLAMENTO DO VENTILADOR INDUSTRIAL,TIME 2,CONCLUÍDA,Preventiva,2026-11-06,490
5540229,TROCA DE ÓLEO DA GARAGEM,SETOR C,CONCLUÍDA,Preventiva,2026-11-06,480
5539596,COLAGEM DE EMBREAGEM DO SAPATA,DEPÓSITO,CONCLUÍDA,Corretiva,2026-11-06,2170
5540116,INSTALAÇÃO DE ASSOALHO DO BOMBA HIDRÁULICA,SETOR B,CONCLUÍDA,Corretiva,2026-11-06,3110
5539819,INSTALAÇÃO DE CORREIA DO TRANSPORTADOR,OFICINA,CONCLUÍDA,Corretiva,2026-11-06,2710
5540181,REPARO DE SAPATA DO VÁLVULA,TIME 2,CONCLUÍDA,Corretiva,2026-11-06,1510
5540186,ELIMINAÇÃO DE ALMOFADA DO PONTU ROLANTE,ÁREA VERDE,CONCLUÍDA,Corretiva,2026-11-06,1540
5539709,RECONSTRUÇÃO DE CÂMBIO DO MÓDULO DE CONTROLE,LINHA 3,CONCLUÍDA,Corretiva,2026-11-06,3580
5539897,CORREÇÃO DE ASSOALHO DO PONTU ROLANTE,TIME 4,CONCLUÍDA,Corretiva,2026-11-06,2320
5539706,LUBRIFICAÇÃO DE ASSOALHO DO SENSOR,TIME 3,CONCLUÍDA,Preventiva,2026-11-06,830
5539968,LUBRIFICAÇÃO DA AREA VERDE,TIME 1,CONCLUÍDA,Preventiva,2026-11-06,570
5540082,TROCA DE MOTOR DO SISTEMA PNEUMÁTICO,LINHA 3,ATRASADA,Corretiva,2026-11-06,2810
5539696,LIMPEZA DE SAPATA DO TAPACARIA,GARAGEM,CONCLUÍDA,Preventiva,2026-11-06,570
5539880,ELIMINAÇÃO DE TRANSMISSÃO DO MOTOR ELÉTRICO,LINHA 2,ATRASADA,Corretiva,2026-11-06,3790
5539613,INSPEÇÃO DE EIXO DO REDUTOR,TIME 5,CONCLUÍDA,Preventiva,2026-11-07,550
5540467,MEDIÇÃO DE VIBRAÇÃO DA SETOR B,SETOR C,CONCLUÍDA,Preventiva,2026-11-07,360
5539899,COLAGEM DE RODÍZIOS DO INVERSOR,ÁREA AZUL,CONCLUÍDA,Corretiva,2026-11-07,3020
5539840,RETIFICAÇÃO DE ENGATE DO TAPACARIA,LINHA 3,CONCLUÍDA,Corretiva,2026-11-07,2840
5539962,TESTE DE FUNCIONAMENTO DE PAINEL DO CORREIA TRANSPORTADORA,OFICINA,CONCLUÍDA,Preventiva,2026-11-07,640
5539785,INSPEÇÃO DA GARAGEM,ÁREA AZUL,CONCLUÍDA,Preventiva,2026-11-07,600
5539957,TROCA DE ÓLEO DA AREA VERMELHA,LINHA 3,CONCLUÍDA,Preventiva,2026-11-07,610
5539879,AJUSTE DA AREA AZUL,SETOR B,CONCLUÍDA,Preventiva,2026-11-07,420
5540394,MEDIÇÃO DE VIBRAÇÃO DE FIAÇÃO DO ELETRÓLISE,LINHA 3,CONCLUÍDA,Preventiva,2026-11-07,400
5540398,SOLDAGEM DE CORREIA DO TRANSPORTADOR,SETOR A,CONCLUÍDA,Corretiva,2026-11-07,2490
5540436,REPARO DE TUBULAÇÃO DO MOTOR ELÉTRICO,SETOR C,CONCLUÍDA,Corretiva,2026-11-07,1420
5539811,MONITORAMENTO DE CORREIA DO EMPILHADEIRA,ÁREA LARANJA,CONCLUÍDA,Preditiva,2026-11-07,1060
5539795,ANÁLISE DE ÓLEO DE ASSOALHO DO EMPILHADEIRA,SETOR A,CONCLUÍDA,Preditiva,2026-11-07,390
5539873,APERTO DE PARAFUSOS DE ENGATE DO PAINEL ELÉTRICO,TIME 6,CONCLUÍDA,Preventiva,2026-11-07,440
5539640,SUBSTITUIÇÃO DE BOMBA DO PONTU ROLANTE,LINHA 1,CONCLUÍDA,Corretiva,2026-11-07,3310
5539896,ANÁLISE DE ÓLEO DE ASSOALHO DO ESTEIRA,ÁREA LARANJA,CONCLUÍDA,Preditiva,2026-11-07,560
5540153,SUBSTITUIÇÃO PROGRAMADA DE SENSORES DO ELETRÓLISE,ÁREA AZUL,CONCLUÍDA,Preventiva,2026-11-07,550
5539689,REMOÇÃO DE TRANSMISSÃO DO ESTEIRA,LINHA 3,CONCLUÍDA,Corretiva,2026-11-07,3040
5540077,TESTE DE FUNCIONAMENTO DE TAPEÇARIA DO REDUTOR,SETOR A,CONCLUÍDA,Preventiva,2026-11-07,530
5540221,TROCA DE DIREÇÃO DO COMPRESSOR,GARAGEM,CONCLUÍDA,Corretiva,2026-11-07,2900
5539973,REMOÇÃO DE SUSPENSÃO DO TRANSPORTADOR,TIME 4,ATRASADA,Corretiva,2026-11-07,3400
5540266,VERIFICAÇÃO DE NÍVEL DE TRANSMISSÃO DO TAPUME,ÁREA VERDE,CONCLUÍDA,Preventiva,2026-11-07,650
5540287,APERTO DE PARAFUSOS DE EIXO DO FORNO,LINHA 2,CONCLUÍDA,Preventiva,2026-11-07,510
5540040,INSTALAÇÃO DE ESTEIRA DO PONTU ROLANTE,OFICINA,CONCLUÍDA,Corretiva,2026-11-07,3330
5540298,SOLDAGEM DE DIREÇÃO DO SISTEMA PNEUMÁTICO,SETOR B,CONCLUÍDA,Corretiva,2026-11-07,2440
5540023,REVISÃO DE DIREÇÃO DO ENGATE,ÁREA VERMELHA,CONCLUÍDA,Corretiva,2026-11-07,3950
5540507,REPARO DE TUBULAÇÃO DO BATERIA,GARAGEM,CONCLUÍDA,Corretiva,2026-11-07,3440
5540090,ELIMINAÇÃO DE ESTEIRA DO CORREIA TRANSPORTADORA,OFICINA,CONCLUÍDA,Corretiva,2026-11-07,2820
5539620,INSPEÇÃO DE RODÍZIOS DO INVERSOR,LINHA 3,CONCLUÍDA,Preventiva,2026-11-07,660
5540105,TROCA DE FILTRO DO SENSOR ÓPTICO,TIME 5,CONCLUÍDA,Corretiva,2026-11-07,2860
5539996,INSTALAÇÃO DE PAINEL DO EMPILHADEIRA,LINHA 3,CONCLUÍDA,Corretiva,2026-11-07,1700
5539865,ELIMINAÇÃO DE EMBREAGEM DO INVERSOR,LINHA 1,CONCLUÍDA,Corretiva,2026-11-08,3300
5540451,REVISÃO DE EMBREAGEM DO ESTEIRA,SETOR B,CONCLUÍDA,Corretiva,2026-11-08,3060
5540460,INSPEÇÃO ENDOSCÓPICA DE SENSORES DO VÁLVULA,TIME 6,CONCLUÍDA,Preditiva,2026-11-08,460
5540088,COLAGEM DE TUBULAÇÃO DO PONTU ROLANTE,GARAGEM,CONCLUÍDA,Corretiva,2026-11-08,2830
5540498,SUBSTITUIÇÃO DE ALMOFADA DO ESTEIRA,SETOR C,CONCLUÍDA,Corretiva,2026-11-08,1360
5540167,INSTALAÇÃO DE SENSORES DO CÂMBIO,SETOR C,CONCLUÍDA,Corretiva,2026-11-08,2600
5540084,APERTO DE PARAFUSOS DE ROLAMENTO DO CORREIA TRANSPORTADORA,ÁREA LARANJA,CONCLUÍDA,Preventiva,2026-11-08,310
5539843,RECONSTRUÇÃO DE BOMBA DO TRANSPORTADOR,TIME 2,CONCLUÍDA,Corretiva,2026-11-08,2700
5540114,COLOCAÇÃO DE SAPATA DO PAINEL ELÉTRICO,DEPÓSITO,CONCLUÍDA,Corretiva,2026-11-08,3000
5540117,MONITORAMENTO DE PINTURA DO VENTILADOR INDUSTRIAL,TIME 2,CONCLUÍDA,Preditiva,2026-11-08,950
5540080,ULTRASSOM DE VÁLVULA DO SENSOR ÓPTICO,DEPÓSITO,CONCLUÍDA,Preditiva,2026-11-08,530
5540119,SOLDAGEM DE BOMBA DO REDUTOR,TIME 1,CONCLUÍDA,Corretiva,2026-11-08,4080
5540195,COLAGEM DE MOTOR DO COMPRESSOR,SETOR A,ATRASADA,Corretiva,2026-11-08,3800
5539872,INSTALAÇÃO DE CORREIA DO MOTOR ELÉTRICO,SETOR D,CONCLUÍDA,Corretiva,2026-11-08,3630
5540362,LIMPEZA DE RODÍZIOS DO VÁLVULA,DEPÓSITO,CONCLUÍDA,Preventiva,2026-11-08,270
5540286,LUBRIFICAÇÃO DE FILTRO DO INVERSOR,GARAGEM,CONCLUÍDA,Preventiva,2026-11-08,360
5540148,SUBSTITUIÇÃO DE SAPATA DO INVERSOR,ÁREA VERDE,CONCLUÍDA,Corretiva,2026-11-08,2170
5540371,REPARO DE FILTRO DO INVERSOR,SETOR B,CONCLUÍDA,Corretiva,2026-11-08,3280
5540486,REPARO DE FREIO DO ENGATE,TIME 6,CONCLUÍDA,Corretiva,2026-11-08,2170
5540337,TESTE DE FUNCIONAMENTO DE SUSPENSÃO DO ENGATE,TIME 6,CONCLUÍDA,Preventiva,2026-11-08,590
5540323,LUBRIFICAÇÃO DE DIREÇÃO DO TAPACARIA,SETOR A,CONCLUÍDA,Preventiva,2026-11-08,440
5540311,ELIMINAÇÃO DE ASSOALHO DO RODÍZIO,SETOR B,CONCLUÍDA,Corretiva,2026-11-08,2940
5540219,COLAGEM DE MOTOR DO INVERSOR,TIME 6,CONCLUÍDA,Corretiva,2026-11-08,2050
5540308,REPARO DE SENSORES DO SAPATA,SETOR B,CONCLUÍDA,Corretiva,2026-11-08,2170
5540397,RECONSTRUÇÃO DE EMBREAGEM DO PAINEL ELÉTRICO,SETOR C,CONCLUÍDA,Corretiva,2026-11-08,2320
5540307,COLOCAÇÃO DE ESTEIRA DO RODÍZIO,TIME 1,CONCLUÍDA,Corretiva,2026-11-08,3600
5540515,VERIFICAÇÃO DE NÍVEL DA SETOR A,TIME 3,CONCLUÍDA,Preventiva,2026-11-08,210
5540020,RECONSTRUÇÃO DE SAPATA DO TAPUME,LINHA 3,CONCLUÍDA,Corretiva,2026-11-08,2610
5540404,SOLDAGEM DE VÁLVULA DO SAPATA,LINHA 2,CONCLUÍDA,Corretiva,2026-11-08,3440
5540290,INSTALAÇÃO DE TUBULAÇÃO DO PAINEL ELÉTRICO,LINHA 3,CONCLUÍDA,Corretiva,2026-11-08,2620
